dataset_name;solution_1;solution_2;solution_3;solution_4;solution_5;solution_6;solution_7;solution_8;solution_9;solution_10;max;gap_1;gap_2;gap_3;gap_4;gap_5;gap_6;gap_7;gap_8;gap_9;gap_10;avg_gap;norm_avg_gap;is_best_1;is_best_2;is_best_3;is_best_4;is_best_5;is_best_6;is_best_7;is_best_8;is_best_9;is_best_10;sum_is_best
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\132d657_v3_p1.msop;656;656;656;656;656;655;656;654;656;656;656;0;0;0;0;0;0,00152439;0;0,00304878;0;0;0,000457317;0,15;1;1;1;1;1;0;1;0;1;1;8
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\132d657_v3_p2.msop;33188;33188;33188;33188;33188;33188;33188;33188;33188;33182;33188;0;0;0;0;0;0;0;0;0;0,000180788;1,81E-05;0,1;1;1;1;1;1;1;1;1;1;0;9
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\145u724_v3_p1.msop;723;723;723;723;723;723;723;723;723;723;723;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\145u724_v3_p2.msop;36532;36532;36532;36532;36532;36532;36532;36532;36532;36532;36532;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\14st70_v3_p1.msop;64;64;64;64;64;64;64;64;64;64;64;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\14st70_v3_p2.msop;3229;3229;3229;3229;3229;3229;3229;3229;3229;3229;3229;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\157rat783_v3_p1.msop;782;782;782;782;782;782;782;782;782;782;782;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\157rat783_v3_p2.msop;39517;39517;39517;39517;39517;39517;39517;39517;39517;39517;39517;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\16eil76_v3_p1.msop;72;72;72;72;72;72;72;72;72;72;72;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\16eil76_v3_p2.msop;3698;3698;3698;3655;3698;3698;3698;3698;3698;3698;3698;0;0;0;0,011627907;0;0;0;0;0;0;0,001162791;0,100000026;1;1;1;0;1;1;1;1;1;1;9
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\16pr76_v3_p1.msop;72;72;72;72;72;72;72;72;72;72;72;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\16pr76_v3_p2.msop;3641;3641;3641;3641;3641;3641;3641;3641;3641;3641;3641;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\201pr1002_v3_p1.msop;1001;1001;1001;1001;1001;1001;1001;1001;1001;1001;1001;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\201pr1002_v3_p2.msop;50583;50583;50583;50583;50583;50583;50583;50583;50583;50583;50583;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\20kroA100_v3_p1.msop;91;91;92;91;91;92;91;92;91;92;92;0,010869565;0,010869565;0;0,010869565;0,010869565;0;0,010869565;0;0,010869565;0;0,006521739;0,6;0;0;1;0;0;1;0;1;0;1;4
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\20kroA100_v3_p2.msop;4688;4688;4688;4688;4688;4688;4688;4688;4688;4712;4712;0,005093379;0,005093379;0,005093379;0,005093379;0,005093379;0,005093379;0,005093379;0,005093379;0,005093379;0;0,004584041;0,89999998;0;0;0;0;0;0;0;0;0;1;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\20kroB100_v3_p1.msop;86;86;86;86;86;86;86;86;86;86;86;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\20kroB100_v3_p2.msop;4094;4094;4094;4094;4094;4094;4094;4094;4094;4094;4094;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\20kroC100_v3_p1.msop;90;90;90;90;90;90;90;90;90;90;90;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\20kroC100_v3_p2.msop;4651;4651;4651;4651;4651;4651;4651;4651;4651;4651;4651;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\20kroD100_v3_p1.msop;86;86;86;86;86;86;86;86;86;86;86;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\20kroD100_v3_p2.msop;4159;4159;4159;4159;4159;4010;4159;4159;4159;4159;4159;0;0;0;0;0;0,03582592;0;0;0;0;0,003582592;0,1;1;1;1;1;1;0;1;1;1;1;9
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\20kroE100_v3_p1.msop;72;72;72;72;72;72;72;72;72;72;72;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\20kroE100_v3_p2.msop;3341;3341;3341;3341;3341;3341;3341;3341;3341;3341;3341;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\20rat99_v3_p1.msop;60;60;60;60;60;60;60;60;60;60;60;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\20rat99_v3_p2.msop;3096;3096;3096;3096;3096;3096;3096;3096;3096;3096;3096;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\20rd100_v3_p1.msop;96;96;96;92;92;92;96;96;92;93;96;0;0;0;0,041666667;0,041666667;0,041666667;0;0;0,041666667;0,03125;0,019791667;0,475000004;1;1;1;0;0;0;1;1;0;0;5
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\20rd100_v3_p2.msop;4831;4831;4831;4831;4831;4831;4831;4831;4831;4831;4831;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\212u1060_v3_p1.msop;1059;1059;1059;1059;1059;1059;1059;1059;1059;1059;1059;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\212u1060_v3_p2.msop;53548;53548;53548;53548;53548;53548;53548;53548;53548;53548;53548;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\217vm1084_v3_p1.msop;1083;1083;1083;1083;1083;1083;1083;1083;1083;1083;1083;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\217vm1084_v3_p2.msop;54712;54712;54712;54712;54712;54712;54712;54712;54712;54712;54712;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\21eil101_v3_p1.msop;99;99;98;98;100;99;98;99;99;99;100;0,01;0,01;0,02;0,02;0;0,01;0,02;0,01;0,01;0,01;0,012;0,6;0;0;0;0;1;0;0;0;0;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\21eil101_v3_p2.msop;5025;5025;5025;5025;5025;5025;5050;5025;5050;5025;5050;0,004950495;0,004950495;0,004950495;0,004950495;0,004950495;0,004950495;0;0,004950495;0;0,004950495;0,003960396;0,8;0;0;0;0;0;0;1;0;1;0;2
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\21lin105_v3_p1.msop;79;79;79;79;79;79;79;79;79;79;79;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\21lin105_v3_p2.msop;3967;3967;3967;3967;3967;3967;3967;3967;3967;3967;3967;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\22pr107_v3_p1.msop;53;53;53;53;53;53;53;53;53;53;53;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\22pr107_v3_p2.msop;2697;2697;2697;2697;2697;2697;2697;2697;2697;2697;2697;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\25pr124_v3_p1.msop;113;113;113;113;113;113;113;113;113;113;113;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\25pr124_v3_p2.msop;5805;5805;5731;5805;5805;5805;5805;5805;5732;5805;5805;0;0;0,012747631;0;0;0;0;0;0,012575366;0;0,0025323;0,198648674;1;1;0;1;1;1;1;1;0;1;8
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\26bier127_v3_p1.msop;126;126;126;126;126;126;126;126;126;126;126;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\26bier127_v3_p2.msop;6333;6333;6333;6333;6333;6333;6333;6333;6333;6333;6333;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\26ch130_v3_p1.msop;129;129;129;129;129;129;129;129;129;129;129;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\26ch130_v3_p2.msop;6503;6503;6503;6503;6503;6503;6503;6503;6503;6503;6503;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\28pr136_v3_p1.msop;129;126;126;129;126;129;129;126;129;126;129;0;0,023255814;0,023255814;0;0,023255814;0;0;0,023255814;0;0,023255814;0,011627907;0,5;1;0;0;1;0;1;1;0;1;0;5
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\28pr136_v3_p2.msop;6466;6570;6570;6466;6570;6570;6466;6537;6570;6570;6570;0,015829528;0;0;0,015829528;0;0;0,015829528;0,005022831;0;0;0,005251142;0,331730801;0;1;1;0;1;1;0;0;1;1;6
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\29pr144_v3_p1.msop;138;136;136;136;136;138;136;136;136;136;138;0;0,014492754;0,014492754;0,014492754;0,014492754;0;0,014492754;0,014492754;0,014492754;0,014492754;0,011594203;0,799999986;1;0;0;0;0;1;0;0;0;0;2
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\29pr144_v3_p2.msop;6842;6947;6842;6947;6842;6947;6947;6900;6842;6842;6947;0,015114438;0;0,015114438;0;0,015114438;0;0;0,00676551;0,015114438;0,015114438;0,00823377;0,544761902;0;1;0;1;0;1;1;0;0;0;4
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\30ch150_v3_p1.msop;142;142;142;142;142;142;142;142;142;142;142;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\30ch150_v3_p2.msop;7128;7128;7128;7128;7128;7128;7128;7128;7128;7128;7128;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\30kroA150_v3_p1.msop;149;149;149;149;149;149;149;149;149;149;149;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\30kroA150_v3_p2.msop;7533;7533;7533;7533;7533;7533;7533;7533;7533;7533;7533;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\30kroB150_v3_p1.msop;149;149;149;149;149;149;149;149;149;149;149;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\30kroB150_v3_p2.msop;7533;7533;7533;7533;7533;7533;7533;7533;7533;7533;7533;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\31pr152_v3_p1.msop;124;124;124;124;124;124;124;124;124;124;124;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\31pr152_v3_p2.msop;6255;6255;6255;6255;6255;6255;6255;6255;6255;6255;6255;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\32u159_v3_p1.msop;146;146;146;146;146;146;146;147;146;147;147;0,006802721;0,006802721;0,006802721;0,006802721;0,006802721;0,006802721;0,006802721;0;0,006802721;0;0,005442177;0,800000029;0;0;0;0;0;0;0;1;0;1;2
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\32u159_v3_p2.msop;7435;7435;7435;7435;7435;7435;7435;7435;7435;7435;7435;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\39rat195_v3_p1.msop;153;153;153;153;153;151;153;153;153;153;153;0;0;0;0;0;0,013071895;0;0;0;0;0,00130719;0,100000038;1;1;1;1;1;0;1;1;1;1;9
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\39rat195_v3_p2.msop;7775;7775;7775;7775;7555;7775;7775;7775;7775;7775;7775;0;0;0;0;0,02829582;0;0;0;0;0;0,002829582;0,1;1;1;1;1;0;1;1;1;1;1;9
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\40d198_v3_p1.msop;159;159;159;159;159;159;159;159;159;159;159;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\40d198_v3_p2.msop;8110;8110;8110;8110;8110;8110;8110;8110;8110;8110;8110;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\40kroa200_v3_p1.msop;199;199;199;199;199;199;199;199;199;199;199;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\40kroa200_v3_p2.msop;10058;10058;10058;10058;10058;10058;10058;10058;10058;10058;10058;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\40krob200_v3_p1.msop;199;199;199;199;199;199;199;199;199;199;199;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\40krob200_v3_p2.msop;10058;10058;10058;9966;10058;10058;10058;10058;10058;10058;10058;0;0;0;0,009146948;0;0;0;0;0;0;0,000914695;0,100000022;1;1;1;0;1;1;1;1;1;1;9
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\45ts225_v3_p1.msop;224;224;224;224;224;224;224;224;224;224;224;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\45ts225_v3_p2.msop;11308;11308;11308;11308;11308;11308;11308;11308;11308;11308;11308;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\45tsp225_v3_p1.msop;196;194;194;194;194;194;194;194;194;194;196;0;0,010204082;0,010204082;0,010204082;0,010204082;0,010204082;0,010204082;0,010204082;0,010204082;0,010204082;0,009183673;0,899999922;1;0;0;0;0;0;0;0;0;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\45tsp225_v3_p2.msop;9783;9860;9860;9860;9757;9860;9860;9860;9860;9860;9860;0,007809331;0;0;0;0,010446247;0;0;0;0;0;0,001825558;0,174757308;0;1;1;1;0;1;1;1;1;1;8
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\46pr226_v3_p1.msop;218;218;218;218;218;218;218;218;218;218;218;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\46pr226_v3_p2.msop;10970;10970;10970;10970;10970;10970;10970;10970;10970;10970;10970;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\53gil262_v3_p1.msop;257;255;257;255;260;257;258;257;260;260;260;0,011538462;0,019230769;0,011538462;0,019230769;0;0,011538462;0,007692308;0,011538462;0;0;0,009230769;0,479999994;0;0;0;0;1;0;0;0;1;1;3
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\53gil262_v3_p2.msop;13059;12955;13059;13015;13173;13069;12961;13059;13069;13059;13173;0,008654065;0,016549002;0,008654065;0,011994231;0;0,007894937;0,016093525;0,008654065;0,007894937;0,008654065;0,009504289;0,574311913;0;0;0;0;1;0;0;0;0;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\53pr264_v3_p1.msop;237;237;237;237;234;237;234;237;237;235;237;0;0;0;0;0,012658228;0;0,012658228;0;0;0,008438819;0,003375527;0,26666663;1;1;1;1;0;1;0;1;1;0;7
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\53pr264_v3_p2.msop;11885;11885;11885;11885;11885;11885;11885;11885;11885;11885;11885;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\56a280_v3_p1.msop;259;262;262;262;262;262;262;262;262;262;262;0,011450382;0;0;0;0;0;0;0;0;0;0,001145038;0,099999983;0;1;1;1;1;1;1;1;1;1;9
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\56a280_v3_p2.msop;13211;13211;13211;13211;13211;13211;13211;13211;13211;13211;13211;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\60pr299_v3_p1.msop;253;254;253;254;249;251;253;253;253;251;254;0,003937008;0;0,003937008;0;0,019685039;0,011811024;0,003937008;0,003937008;0,003937008;0,011811024;0,006299213;0,320000026;0;1;0;1;0;0;0;0;0;0;2
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\60pr299_v3_p2.msop;12875;12833;12743;12833;12967;13003;13003;12929;12967;12833;13003;0,009843882;0,013073906;0,019995386;0,013073906;0,002768592;0;0;0,005690994;0,002768592;0,013073906;0,008028916;0,401538435;0;0;0;0;0;1;1;0;0;0;2
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\64lin318_v3_p1.msop;317;317;317;317;317;317;317;317;317;317;317;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\64lin318_v3_p2.msop;16037;16037;16037;16037;16037;16037;16037;16037;16037;16003;16037;0;0;0;0;0;0;0;0;0;0,002120097;0,00021201;0,100000142;1;1;1;1;1;1;1;1;1;0;9
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\80rd400_v3_p1.msop;399;399;399;399;399;399;399;399;399;399;399;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_3\80rd400_v3_p2.msop;20158;20158;20158;20158;20158;20158;20158;20158;20158;20158;20158;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
