dataset_name;solution_1;solution_2;solution_3;solution_4;solution_5;solution_6;solution_7;solution_8;solution_9;solution_10;max;gap_1;gap_2;gap_3;gap_4;gap_5;gap_6;gap_7;gap_8;gap_9;gap_10;avg_gap;norm_avg_gap;is_best_1;is_best_2;is_best_3;is_best_4;is_best_5;is_best_6;is_best_7;is_best_8;is_best_9;is_best_10;sum_is_best
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\132d657_v4_p1.msop;130;130;130;130;130;130;130;130;130;130;130;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\132d657_v4_p2.msop;6846;6846;6846;6846;6846;6846;6846;6846;6846;6846;6846;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\145u724_v4_p1.msop;337;333;337;337;333;334;335;334;337;337;337;0;0,011869436;0;0;0,011869436;0,008902077;0,005934718;0,008902077;0;0;0,004747774;0,399999966;1;0;1;1;0;0;0;0;1;1;5
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\145u724_v4_p2.msop;16973;17129;17129;17129;17129;17129;17129;17129;16973;17129;17129;0,009107362;0;0;0;0;0;0;0;0,009107362;0;0,001821472;0,199999956;0;1;1;1;1;1;1;1;0;1;8
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\14st70_v4_p1.msop;20;20;20;20;20;20;20;20;20;20;20;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\14st70_v4_p2.msop;877;877;877;877;877;877;877;877;877;877;877;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\157rat783_v4_p1.msop;358;355;358;358;354;357;356;359;355;358;359;0,002785515;0,011142061;0,002785515;0,002785515;0,013927577;0,005571031;0,008356546;0;0,011142061;0,002785515;0,006128134;0,440000009;0;0;0;0;0;0;0;1;0;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\157rat783_v4_p2.msop;18309;18345;18309;18345;18491;18398;18325;18329;18345;18325;18491;0,009842626;0,007895733;0,009842626;0,007895733;0;0,005029474;0,00897734;0,008761019;0,007895733;0,00897734;0,007511762;0,763186776;0;0;0;0;1;0;0;0;0;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\16eil76_v4_p1.msop;34;34;34;34;34;34;34;34;34;34;34;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\16eil76_v4_p2.msop;1893;1893;1893;1893;1893;1893;1893;1893;1893;1893;1893;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\16pr76_v4_p1.msop;27;27;27;27;27;27;27;27;27;27;27;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\16pr76_v4_p2.msop;1285;1285;1285;1285;1285;1285;1285;1285;1285;1285;1285;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\201pr1002_v4_p1.msop;538;540;542;543;537;542;538;539;537;533;543;0,009208103;0,005524862;0,001841621;0;0,011049724;0,001841621;0,009208103;0,007366483;0,011049724;0,018416206;0,007550645;0,410000029;0;0;0;1;0;0;0;0;0;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\201pr1002_v4_p2.msop;27247;27365;27232;27508;27177;27365;27361;27362;27252;27313;27508;0,009488149;0,005198488;0,010033445;0;0,012032863;0,005198488;0,0053439;0,005307547;0,009306384;0,007088847;0,006899811;0,573413908;0;0;0;1;0;0;0;0;0;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\20kroA100_v4_p1.msop;34;34;34;34;34;34;34;34;34;34;34;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\20kroA100_v4_p2.msop;1720;1720;1720;1720;1720;1720;1720;1720;1720;1720;1720;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\20kroB100_v4_p1.msop;39;39;39;39;39;39;39;39;39;39;39;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\20kroB100_v4_p2.msop;1927;1927;1927;1927;1927;1927;1927;1927;1927;1927;1927;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\20kroC100_v4_p1.msop;18;18;18;18;18;18;18;18;18;18;18;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\20kroC100_v4_p2.msop;858;858;858;858;858;858;858;858;858;858;858;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\20kroD100_v4_p1.msop;28;28;28;28;28;28;28;28;28;28;28;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\20kroD100_v4_p2.msop;1293;1293;1293;1293;1293;1293;1293;1293;1293;1293;1293;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\20kroE100_v4_p1.msop;45;45;45;45;45;45;45;45;45;45;45;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\20kroE100_v4_p2.msop;2098;2098;2098;2098;2098;2098;2098;2098;2098;2098;2098;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\20rat99_v4_p1.msop;12;12;12;12;12;12;12;12;12;12;12;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\20rat99_v4_p2.msop;591;591;591;591;591;591;591;591;591;591;591;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\20rd100_v4_p1.msop;33;33;33;33;33;33;33;33;33;33;33;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\20rd100_v4_p2.msop;1695;1695;1695;1695;1695;1695;1695;1695;1695;1695;1695;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\212u1060_v4_p1.msop;623;623;627;628;621;618;635;632;632;634;635;0,018897638;0,018897638;0,012598425;0,011023622;0,022047244;0,026771654;0;0,004724409;0,004724409;0,001574803;0,012125984;0,452941159;0;0;0;0;0;0;1;0;0;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\212u1060_v4_p2.msop;31745;31772;31942;31635;32075;32099;31497;31959;31739;31849;32099;0,011028381;0,010187233;0,004891118;0,014455279;0,000747687;0;0,018754478;0,004361507;0,011215303;0,007788405;0,008342939;0,444850505;0;0;0;0;0;1;0;0;0;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\217vm1084_v4_p1.msop;827;823;827;822;828;823;821;816;808;814;828;0,001207729;0,006038647;0,001207729;0,007246377;0;0,006038647;0,008454106;0,014492754;0,024154589;0,016908213;0,008574879;0,354999996;0;0;0;0;1;0;0;0;0;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\217vm1084_v4_p2.msop;41866;41943;41469;42098;41872;42112;41934;42226;41820;42254;42254;0,009182563;0,00736025;0,018578123;0,003691958;0,009040564;0,003360629;0,007573248;0,000662659;0,010271217;0;0,006972121;0,375286621;0;0;0;0;0;0;0;0;0;1;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\21eil101_v4_p1.msop;45;45;45;45;45;45;45;45;45;45;45;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\21eil101_v4_p2.msop;2286;2286;2286;2286;2286;2286;2286;2286;2286;2286;2286;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\21lin105_v4_p1.msop;29;29;29;29;29;29;29;29;29;29;29;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\21lin105_v4_p2.msop;1436;1436;1436;1436;1436;1436;1436;1436;1436;1436;1436;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\22pr107_v4_p1.msop;23;23;23;23;23;23;23;23;23;23;23;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\22pr107_v4_p2.msop;1182;1182;1182;1182;1182;1182;1182;1182;1182;1182;1182;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\25pr124_v4_p1.msop;34;34;34;34;34;34;34;34;34;34;34;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\25pr124_v4_p2.msop;1706;1706;1706;1706;1706;1706;1706;1706;1706;1706;1706;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\26bier127_v4_p1.msop;115;115;115;115;115;115;115;115;115;115;115;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\26bier127_v4_p2.msop;5653;5653;5653;5653;5653;5653;5653;5653;5653;5653;5653;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\26ch130_v4_p1.msop;72;72;72;72;72;72;72;72;72;72;72;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\26ch130_v4_p2.msop;3682;3682;3682;3682;3682;3682;3682;3682;3682;3682;3682;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\28pr136_v4_p1.msop;33;33;33;33;33;33;33;33;33;33;33;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\28pr136_v4_p2.msop;1626;1626;1626;1626;1626;1626;1626;1626;1626;1626;1626;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\29pr144_v4_p1.msop;49;49;49;49;49;49;49;49;49;49;49;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\29pr144_v4_p2.msop;2559;2559;2559;2559;2559;2559;2559;2559;2559;2559;2559;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\30ch150_v4_p1.msop;48;48;48;48;48;48;48;48;48;48;48;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\30ch150_v4_p2.msop;2355;2355;2355;2355;2355;2355;2355;2355;2355;2355;2355;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\30kroA150_v4_p1.msop;60;60;60;60;60;60;60;60;60;60;60;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\30kroA150_v4_p2.msop;2920;2920;2920;2920;2920;2920;2920;2920;2920;2920;2920;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\30kroB150_v4_p1.msop;63;63;63;63;63;63;63;63;63;63;63;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\30kroB150_v4_p2.msop;2953;2953;2953;2953;2953;2953;2953;2953;2953;2953;2953;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\31pr152_v4_p1.msop;20;20;20;20;20;20;20;20;20;20;20;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\31pr152_v4_p2.msop;962;962;962;962;962;962;962;962;962;962;962;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\32u159_v4_p1.msop;40;40;40;40;40;40;40;40;40;40;40;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\32u159_v4_p2.msop;2042;2042;2042;2042;2042;2042;2042;2042;2042;2042;2042;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\39rat195_v4_p1.msop;45;45;45;45;45;45;45;45;45;45;45;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\39rat195_v4_p2.msop;2267;2267;2267;2267;2267;2267;2267;2267;2267;2267;2267;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\40d198_v4_p1.msop;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\40d198_v4_p2.msop;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\40kroa200_v4_p1.msop;87;87;87;83;83;83;87;87;87;83;87;0;0;0;0,045977011;0,045977011;0,045977011;0;0;0;0,045977011;0,018390805;0,400000013;1;1;1;0;0;0;1;1;1;0;6
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\40kroa200_v4_p2.msop;4249;4249;4249;4249;4249;4249;4249;4249;4249;4249;4249;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\40krob200_v4_p1.msop;96;96;96;96;96;96;96;96;96;96;96;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\40krob200_v4_p2.msop;4853;4853;4853;4853;4853;4853;4853;4853;4853;4853;4853;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\45ts225_v4_p1.msop;67;67;67;67;67;67;67;67;67;67;67;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\45ts225_v4_p2.msop;3609;3609;3609;3609;3609;3609;3609;3609;3609;3609;3609;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\45tsp225_v4_p1.msop;36;36;36;36;36;36;36;36;36;36;36;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\45tsp225_v4_p2.msop;1785;1785;1785;1785;1785;1785;1785;1785;1785;1785;1785;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\46pr226_v4_p1.msop;49;49;49;49;49;49;49;49;49;49;49;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\46pr226_v4_p2.msop;2507;2507;2507;2507;2507;2507;2507;2507;2507;2507;2507;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\53gil262_v4_p1.msop;58;58;58;58;58;58;58;58;58;58;58;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\53gil262_v4_p2.msop;2741;2741;2741;2741;2741;2741;2741;2741;2741;2741;2741;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\53pr264_v4_p1.msop;118;118;118;118;118;118;118;118;118;118;118;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\53pr264_v4_p2.msop;5971;5971;5971;5971;5971;5971;5971;5971;5971;5971;5971;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\56a280_v4_p1.msop;74;74;74;74;74;74;74;74;74;74;74;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\56a280_v4_p2.msop;3868;3868;3868;3868;3868;3868;3868;3868;3868;3868;3868;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\60pr299_v4_p1.msop;65;65;65;65;65;65;65;65;65;65;65;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\60pr299_v4_p2.msop;3374;3374;3374;3374;3374;3374;3374;3374;3374;3374;3374;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\64lin318_v4_p1.msop;108;109;109;108;109;109;109;108;108;109;109;0,009174312;0;0;0,009174312;0;0;0;0,009174312;0,009174312;0;0,003669725;0,400000022;0;1;1;0;1;1;1;0;0;1;6
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\64lin318_v4_p2.msop;5519;5589;5589;5589;5589;5589;5589;5589;5589;5519;5589;0,012524602;0;0;0;0;0;0;0;0;0,012524602;0,00250492;0,199999968;0;1;1;1;1;1;1;1;1;0;8
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\80rd400_v4_p1.msop;288;287;286;287;290;287;286;286;285;289;290;0,006896552;0,010344828;0,013793103;0,010344828;0;0,010344828;0,013793103;0,013793103;0,017241379;0,003448276;0,01;0,58000001;0;0;0;0;1;0;0;0;0;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\80rd400_v4_p2.msop;14926;14742;14908;14613;14835;14985;14823;14884;14714;14908;14985;0,003937271;0,016216216;0,005138472;0,024824825;0,01001001;0;0,010810811;0,006740073;0,018084751;0,005138472;0,01009009;0,406451606;0;0;0;0;0;1;0;0;0;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\84fl417_v4_p1.msop;209;210;209;210;209;209;209;209;209;209;210;0,004761905;0;0,004761905;0;0,004761905;0,004761905;0,004761905;0,004761905;0,004761905;0,004761905;0,003809524;0,8;0;1;0;1;0;0;0;0;0;0;2
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_80_v_4\84fl417_v4_p2.msop;10711;10711;10711;10711;10711;10711;10711;10711;10711;10711;10711;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
