dataset_name;solution_1;solution_2;solution_3;solution_4;solution_5;solution_6;solution_7;solution_8;solution_9;solution_10;max;gap_1;gap_2;gap_3;gap_4;gap_5;gap_6;gap_7;gap_8;gap_9;gap_10;avg_gap;norm_avg_gap;is_best_1;is_best_2;is_best_3;is_best_4;is_best_5;is_best_6;is_best_7;is_best_8;is_best_9;is_best_10;sum_is_best
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\16pr76_v2_p1.msop;72;71;71;73;71;71;73;71;71;73;73;0,01369863;0,02739726;0,02739726;0;0,02739726;0,02739726;0;0,02739726;0,02739726;0;0,017808219;0,65;0;0;0;1;0;0;1;0;0;1;3
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\16pr76_v2_p2.msop;3611;3606;3601;3694;3694;3694;3601;3694;3601;3694;3694;0,022468868;0,023822415;0,025175961;0;0;0;0,025175961;0;0,025175961;0;0,012181917;0,483870983;0;0;0;1;1;1;0;1;0;1;5
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\201pr1002_v2_p1.msop;999;999;1001;1000;999;1001;1001;1000;999;1000;1001;0,001998002;0,001998002;0;0,000999001;0,001998002;0;0;0,000999001;0,001998002;0,000999001;0,001098901;0,54999995;0;0;1;0;0;1;1;0;0;0;3
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\201pr1002_v2_p2.msop;50533;50583;50570;50546;50570;50583;50583;50583;50583;50583;50583;0,000988474;0;0,000257003;0,000731471;0,000257003;0;0;0;0;0;0,000223395;0,225999875;0;1;0;0;0;1;1;1;1;1;6
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\20kroA100_v2_p1.msop;91;91;94;91;88;93;93;91;94;91;94;0,031914894;0,031914894;0;0,031914894;0,063829787;0,010638298;0,010638298;0,031914894;0;0,031914894;0,024468085;0,383333333;0;0;1;0;0;0;0;0;1;0;2
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\20kroA100_v2_p2.msop;4716;4688;4688;4688;4688;4688;4688;4688;4744;4744;4744;0,005902192;0,011804384;0,011804384;0,011804384;0,011804384;0,011804384;0,011804384;0,011804384;0;0;0,008853288;0,75;0;0;0;0;0;0;0;0;1;1;2
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\20kroB100_v2_p1.msop;92;92;92;92;92;92;92;92;92;92;92;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\20kroB100_v2_p2.msop;4642;4642;4642;4642;4642;4642;4642;4642;4642;4642;4642;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\20kroC100_v2_p1.msop;92;92;92;92;88;92;92;92;92;88;92;0;0;0;0;0,043478261;0;0;0;0;0,043478261;0,008695652;0,199999995;1;1;1;1;0;1;1;1;1;0;8
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\20kroC100_v2_p2.msop;4431;4435;4431;4435;4431;4435;4431;4431;4431;4435;4435;0,000901917;0;0,000901917;0;0,000901917;0;0,000901917;0,000901917;0,000901917;0;0,00054115;0,599999778;0;1;0;1;0;1;0;0;0;1;4
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\20kroD100_v2_p1.msop;85;85;85;85;85;85;85;85;85;85;85;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\20kroD100_v2_p2.msop;4359;4177;4359;4359;4359;4359;4359;4177;4359;4359;4359;0;0,041752696;0;0;0;0;0;0,041752696;0;0;0,008350539;0,199999995;1;0;1;1;1;1;1;0;1;1;8
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\20kroE100_v2_p1.msop;74;74;74;74;74;74;74;74;74;74;74;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\20kroE100_v2_p2.msop;3577;3577;3577;3577;3577;3577;3577;3577;3577;3577;3577;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\20rat99_v2_p1.msop;66;66;66;66;66;66;66;66;66;66;66;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\20rat99_v2_p2.msop;3399;3399;3399;3399;3399;3399;3399;3399;3399;3399;3399;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\20rd100_v2_p1.msop;96;96;96;96;96;96;96;96;96;96;96;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\20rd100_v2_p2.msop;4831;4831;4831;4831;4831;4831;4831;4831;4831;4831;4831;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\212u1060_v2_p1.msop;1058;1058;1058;1058;1059;1058;1057;1059;1058;1058;1059;0,000944287;0,000944287;0,000944287;0,000944287;0;0,000944287;0,001888574;0;0,000944287;0,000944287;0,000849858;0,449999841;0;0;0;0;1;0;0;1;0;0;2
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\212u1060_v2_p2.msop;53517;53548;53517;53548;53517;53517;53548;53525;53548;53517;53548;0,00057892;0;0,00057892;0;0,00057892;0,00057892;0;0,000429521;0;0,00057892;0,000332412;0,574193326;0;1;0;1;0;0;1;0;1;0;4
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\217vm1084_v2_p1.msop;1082;1082;1082;1083;1082;1083;1083;1083;1083;1083;1083;0,000923361;0,000923361;0,000923361;0;0,000923361;0;0;0;0;0;0,000369344;0,399999567;0;0;0;1;0;1;1;1;1;1;6
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\217vm1084_v2_p2.msop;54712;54712;54712;54712;54712;54712;54712;54712;54712;54712;54712;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\21eil101_v2_p1.msop;97;97;97;97;97;97;95;97;97;97;97;0;0;0;0;0;0;0,020618557;0;0;0;0,002061856;0,100000015;1;1;1;1;1;1;0;1;1;1;9
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\21eil101_v2_p2.msop;4938;4938;4938;4938;4953;4938;4938;4938;4938;4938;4953;0,003028468;0,003028468;0,003028468;0,003028468;0;0,003028468;0,003028468;0,003028468;0,003028468;0,003028468;0,002725621;0,899999934;0;0;0;0;1;0;0;0;0;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\21lin105_v2_p1.msop;90;90;90;90;90;90;90;90;90;90;90;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\21lin105_v2_p2.msop;4561;4561;4561;4561;4561;4561;4561;4561;4561;4561;4561;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\22pr107_v2_p1.msop;71;71;71;71;71;71;71;71;71;71;71;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\22pr107_v2_p2.msop;3511;3511;3511;3511;3511;3511;3511;3511;3511;3606;3606;0,026344981;0,026344981;0,026344981;0,026344981;0,026344981;0,026344981;0,026344981;0,026344981;0,026344981;0;0,023710483;0,900000004;0;0;0;0;0;0;0;0;0;1;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\25pr124_v2_p1.msop;108;108;108;108;108;108;108;108;108;108;108;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\25pr124_v2_p2.msop;5481;5481;5481;5481;5481;5481;5481;5481;5481;5481;5481;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\26bier127_v2_p1.msop;125;126;126;126;126;126;126;126;125;126;126;0,007936508;0;0;0;0;0;0;0;0,007936508;0;0,001587302;0,20000005;0;1;1;1;1;1;1;1;0;1;8
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\26bier127_v2_p2.msop;6333;6314;6333;6314;6333;6314;6333;6325;6333;6333;6333;0;0,003000158;0;0,003000158;0;0,003000158;0;0,001263224;0;0;0,00102637;0,342105316;1;0;1;0;1;0;1;0;1;1;6
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\26ch130_v2_p1.msop;125;125;124;125;127;126;126;125;126;125;127;0,015748031;0,015748031;0,023622047;0,015748031;0;0,007874016;0,007874016;0,015748031;0,007874016;0,015748031;0,012598425;0,533333331;0;0;0;0;1;0;0;0;0;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\26ch130_v2_p2.msop;6365;6418;6412;6418;6365;6412;6412;6412;6412;6412;6418;0,008258024;0;0,000934871;0;0,008258024;0,000934871;0,000934871;0,000934871;0,000934871;0,000934871;0,002212527;0,267924506;0;1;0;1;0;0;0;0;0;0;2
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\28pr136_v2_p1.msop;127;126;126;126;127;127;126;127;127;127;127;0;0,007874016;0,007874016;0,007874016;0;0;0,007874016;0;0;0;0,003149606;0,399999949;1;0;0;0;1;1;0;1;1;1;6
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\28pr136_v2_p2.msop;6466;6466;6466;6466;6466;6466;6466;6466;6466;6466;6466;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\29pr144_v2_p1.msop;134;134;134;134;134;134;134;136;134;134;136;0,014705882;0,014705882;0,014705882;0,014705882;0,014705882;0,014705882;0,014705882;0;0,014705882;0,014705882;0,013235294;0,900000014;0;0;0;0;0;0;0;1;0;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\29pr144_v2_p2.msop;6733;6733;6842;6733;6733;6733;6733;6733;6733;6733;6842;0,015931014;0,015931014;0;0,015931014;0,015931014;0,015931014;0,015931014;0,015931014;0,015931014;0,015931014;0,014337913;0,900000025;0;0;1;0;0;0;0;0;0;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\30ch150_v2_p1.msop;139;139;137;139;139;139;137;139;139;137;139;0;0;0,014388489;0;0;0;0,014388489;0;0;0,014388489;0,004316547;0,300000021;1;1;0;1;1;1;0;1;1;0;7
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\30ch150_v2_p2.msop;7098;6992;6959;6985;7098;6992;6985;6992;7098;6999;7098;0;0,014933784;0,019582981;0,015919977;0;0,014933784;0,015919977;0,014933784;0;0,013947591;0,011017188;0,562589935;1;0;0;0;1;0;0;0;1;0;3
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\30kroA150_v2_p1.msop;144;144;143;144;144;144;144;144;144;144;144;0;0;0,006944444;0;0;0;0;0;0;0;0,000694444;0,099999942;1;1;0;1;1;1;1;1;1;1;9
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\30kroA150_v2_p2.msop;7317;7317;7317;7317;7317;7317;7317;7317;7317;7317;7317;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\30kroB150_v2_p1.msop;148;148;148;147;148;148;148;148;149;147;149;0,006711409;0,006711409;0,006711409;0,013422819;0,006711409;0,006711409;0,006711409;0,006711409;0;0,013422819;0,00738255;0,549999966;0;0;0;0;0;0;0;0;1;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\30kroB150_v2_p2.msop;7445;7503;7445;7445;7503;7445;7445;7445;7445;7445;7503;0,007730241;0;0,007730241;0,007730241;0;0,007730241;0,007730241;0,007730241;0,007730241;0,007730241;0,006184193;0,800000026;0;1;0;0;1;0;0;0;0;0;2
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\31pr152_v2_p1.msop;133;133;133;133;133;133;133;133;133;133;133;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\31pr152_v2_p2.msop;6633;6633;6633;6633;6633;6392;6633;6633;6633;6633;6633;0;0;0;0;0;0,036333484;0;0;0;0;0,003633348;0,099999989;1;1;1;1;1;0;1;1;1;1;9
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\32u159_v2_p1.msop;145;144;145;145;145;146;145;145;145;145;146;0,006849315;0,01369863;0,006849315;0,006849315;0,006849315;0;0,006849315;0,006849315;0,006849315;0,006849315;0,006849315;0,5;0;0;0;0;0;1;0;0;0;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\32u159_v2_p2.msop;7427;7474;7474;7474;7474;7474;7353;7474;7353;7474;7474;0,006288467;0;0;0;0;0;0,016189457;0;0,016189457;0;0,003866738;0,23884297;0;1;1;1;1;1;0;1;0;1;7
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\39rat195_v2_p1.msop;162;162;164;164;162;162;164;162;159;162;164;0,012195122;0,012195122;0;0;0,012195122;0,012195122;0;0,012195122;0,030487805;0,012195122;0,010365854;0,34000001;0;0;1;1;0;0;1;0;0;0;3
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\39rat195_v2_p2.msop;7871;7873;7819;8124;7910;8124;7910;7871;7871;7910;8124;0,031142294;0,03089611;0,037543082;0;0,026341704;0;0,026341704;0,031142294;0,031142294;0,026341704;0,024089119;0,641639357;0;0;0;1;0;1;0;0;0;0;2
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\40d198_v2_p1.msop;170;170;170;171;170;170;170;171;170;170;171;0,005847953;0,005847953;0,005847953;0;0,005847953;0,005847953;0,005847953;0;0,005847953;0,005847953;0,004678363;0,800000103;0;0;0;1;0;0;0;1;0;0;2
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\40d198_v2_p2.msop;8628;8628;8563;8555;8563;8563;8555;8628;8555;8628;8628;0;0;0,007533611;0,008460825;0,007533611;0,007533611;0,008460825;0;0,008460825;0;0,004798331;0,567123301;1;1;0;0;0;0;0;1;0;1;4
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\40kroa200_v2_p1.msop;198;198;199;198;198;196;198;198;199;198;199;0,005025126;0,005025126;0;0,005025126;0,005025126;0,015075377;0,005025126;0,005025126;0;0,005025126;0,005025126;0,333333355;0;0;1;0;0;0;0;0;1;0;2
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\40kroa200_v2_p2.msop;9915;10058;9970;9970;9970;9995;10058;9970;10058;9970;10058;0,014217538;0;0,008749254;0,008749254;0,008749254;0,006263671;0;0,008749254;0;0,008749254;0,006422748;0,451748256;0;1;0;0;0;0;1;0;1;0;3
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\40krob200_v2_p1.msop;195;195;195;195;195;193;195;195;195;195;195;0;0;0;0;0;0,01025641;0;0;0;0;0,001025641;0,1;1;1;1;1;1;0;1;1;1;1;9
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\40krob200_v2_p2.msop;9808;9808;9808;9808;9808;9808;9888;9808;9808;9808;9888;0,008090615;0,008090615;0,008090615;0,008090615;0,008090615;0,008090615;0;0,008090615;0,008090615;0,008090615;0,007281553;0,899999938;0;0;0;0;0;0;1;0;0;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\45ts225_v2_p1.msop;221;218;218;221;216;219;221;221;221;218;221;0;0,013574661;0,013574661;0;0,022624434;0,009049774;0;0;0;0,013574661;0,007239819;0,320000005;1;0;0;1;0;0;1;1;1;0;5
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\45ts225_v2_p2.msop;11104;11162;10971;11090;11104;11065;11162;11104;11090;10971;11162;0,005196201;0;0,017111629;0,006450457;0,005196201;0,008690199;0;0,005196201;0,006450457;0,017111629;0,007140297;0,417277455;0;1;0;0;0;0;1;0;0;0;2
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\45tsp225_v2_p1.msop;193;195;196;195;195;196;196;195;195;195;196;0,015306122;0,005102041;0;0,005102041;0,005102041;0;0;0,005102041;0,005102041;0,005102041;0,004591837;0,300000026;0;0;1;0;0;1;1;0;0;0;3
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\45tsp225_v2_p2.msop;9904;9904;9904;9937;9904;9904;9937;9904;9912;9904;9937;0,003320922;0,003320922;0,003320922;0;0,003320922;0,003320922;0;0,003320922;0,00251585;0,003320922;0,00257623;0,775757455;0;0;0;1;0;0;1;0;0;0;2
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\46pr226_v2_p1.msop;215;216;216;216;216;214;216;216;216;216;216;0,00462963;0;0;0;0;0,009259259;0;0;0;0;0,001388889;0,150000016;0;1;1;1;1;0;1;1;1;1;8
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\46pr226_v2_p2.msop;10913;10923;10906;10913;10943;10819;10923;10977;10847;10847;10977;0,005830373;0,004919377;0,00646807;0,005830373;0,003097385;0,014393732;0,004919377;0;0,011842944;0,011842944;0,006914458;0,480379793;0;0;0;0;0;0;0;1;0;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\53gil262_v2_p1.msop;250;249;250;245;252;252;249;252;252;250;252;0,007936508;0,011904762;0,007936508;0,027777778;0;0;0,011904762;0;0;0,007936508;0,007539683;0,271428586;0;0;0;0;1;1;0;1;1;0;4
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_120_v_2\53gil262_v2_p2.msop;12595;12761;12699;12610;12638;12761;12767;12669;12521;12699;12767;0,013472233;0,000469962;0,005326232;0,012297329;0,010104175;0,000469962;0;0,00767604;0,019268426;0,005326232;0,007441059;0,386178871;0;0;0;0;0;0;1;0;0;0;1
