dataset_name;solution_1;solution_2;solution_3;solution_4;solution_5;solution_6;solution_7;solution_8;solution_9;solution_10;max;gap_1;gap_2;gap_3;gap_4;gap_5;gap_6;gap_7;gap_8;gap_9;gap_10;avg_gap;norm_avg_gap;is_best_1;is_best_2;is_best_3;is_best_4;is_best_5;is_best_6;is_best_7;is_best_8;is_best_9;is_best_10;sum_is_best
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\145u724_v2_p1.msop;684;676;677;678;678;675;677;672;678;679;684;0;0,011695906;0,010233918;0,00877193;0,00877193;0,013157895;0,010233918;0,01754386;0,00877193;0,007309942;0,009649123;0,55;1;0;0;0;0;0;0;0;0;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\145u724_v2_p2.msop;34258;34574;34347;34248;34486;34442;34638;34257;34238;34138;34638;0,01097061;0,001847682;0,008401178;0,011259311;0,004388244;0,005658525;0;0,01099948;0,011548011;0,014435014;0,007950805;0,550799951;0;0;0;0;0;0;1;0;0;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\14st70_v2_p1.msop;56;56;56;56;56;56;56;56;56;56;56;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\14st70_v2_p2.msop;2875;2875;2875;2875;2875;2875;2875;2875;2875;2875;2875;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\157rat783_v2_p1.msop;721;710;701;716;708;699;704;709;711;714;721;0;0,015256588;0,027739251;0,006934813;0,018030513;0,030513176;0,023578363;0,016643551;0,013869626;0,009708738;0,016227462;0,531818189;1;0;0;0;0;0;0;0;0;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\157rat783_v2_p2.msop;35912;36231;36502;36516;36518;36549;36465;36445;36857;36077;36857;0,025639634;0,016984562;0,00963182;0,009251974;0,00919771;0,008356622;0,0106357;0,011178338;0;0,021162873;0,012203923;0,47597883;0;0;0;0;0;0;0;0;1;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\16eil76_v2_p1.msop;64;64;64;64;64;64;64;64;64;64;64;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\16eil76_v2_p2.msop;3342;3342;3363;3363;3342;3342;3363;3342;3342;3342;3363;0,006244425;0,006244425;0;0;0,006244425;0,006244425;0;0,006244425;0,006244425;0,006244425;0,004371097;0,69999992;0;0;1;1;0;0;1;0;0;0;3
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\16pr76_v2_p1.msop;67;67;68;67;68;68;68;68;68;68;68;0,014705882;0,014705882;0;0,014705882;0;0;0;0;0;0;0,004411765;0,300000027;0;0;1;0;1;1;1;1;1;1;7
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\16pr76_v2_p2.msop;3442;3442;3442;3442;3442;3403;3442;3442;3403;3442;3442;0;0;0;0;0;0,011330622;0;0;0,011330622;0;0,002266124;0,199999965;1;1;1;1;1;0;1;1;0;1;8
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\201pr1002_v2_p1.msop;960;959;949;960;954;962;960;955;944;950;962;0,002079002;0,003118503;0,013513514;0,002079002;0,008316008;0;0,002079002;0,007276507;0,018711019;0,012474012;0,006964657;0,372222218;0;0;0;0;0;1;0;0;0;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\201pr1002_v2_p2.msop;48772;48109;48658;48286;48443;48341;48688;48620;48206;48845;48845;0,001494523;0,015068072;0,003828437;0,011444365;0,008230116;0,010318354;0,003214249;0,004606408;0,013082199;0;0,007128672;0,473097819;0;0;0;0;0;0;0;0;0;1;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\20kroA100_v2_p1.msop;78;78;78;78;79;79;78;78;83;78;83;0,060240964;0,060240964;0,060240964;0,060240964;0,048192771;0,048192771;0,060240964;0,060240964;0;0,060240964;0,051807229;0,859999999;0;0;0;0;0;0;0;0;1;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\20kroA100_v2_p2.msop;4255;4256;4256;4256;4115;4256;4256;4256;4256;4256;4256;0,000234962;0;0;0;0,033129699;0;0;0;0;0;0,003336466;0,100709216;0;1;1;1;0;1;1;1;1;1;8
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\20kroB100_v2_p1.msop;80;80;80;80;80;80;80;80;80;80;80;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\20kroB100_v2_p2.msop;3738;3738;3738;3738;3738;3738;3738;3738;3738;3738;3738;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\20kroC100_v2_p1.msop;75;75;75;75;75;75;75;75;75;75;75;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\20kroC100_v2_p2.msop;3755;3755;3755;3755;3755;3755;3755;3755;3755;3755;3755;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\20kroD100_v2_p1.msop;75;75;75;75;75;75;75;75;75;75;75;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\20kroD100_v2_p2.msop;3568;3568;3568;3568;3568;3568;3568;3568;3568;3568;3568;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\20kroE100_v2_p1.msop;66;66;66;66;66;66;66;66;66;66;66;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\20kroE100_v2_p2.msop;3089;3089;3089;3089;3089;3089;3089;3089;3089;3089;3089;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\20rat99_v2_p1.msop;53;53;53;53;53;53;53;53;53;53;53;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\20rat99_v2_p2.msop;2776;2776;2776;2776;2776;2776;2776;2776;2776;2776;2776;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\20rd100_v2_p1.msop;81;81;81;81;81;81;81;81;81;81;81;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\20rd100_v2_p2.msop;4053;4053;4053;4053;4053;4053;4053;4053;4053;4053;4053;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\212u1060_v2_p1.msop;1047;1050;1049;1046;1048;1046;1047;1051;1044;1051;1051;0,003805899;0,000951475;0,00190295;0,004757374;0,002854424;0,004757374;0,003805899;0;0,006660324;0;0,002949572;0,442857134;0;0;0;0;0;0;0;1;0;1;2
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\212u1060_v2_p2.msop;53080;52863;53100;53017;53165;53140;53192;53027;53213;52874;53213;0,002499389;0,00657734;0,002123541;0,00368331;0,000902035;0,001371845;0,00039464;0,003495386;0;0,006370624;0,002741811;0,416857119;0;0;0;0;0;0;0;0;1;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\217vm1084_v2_p1.msop;1060;1054;1050;1064;1061;1062;1055;1062;1055;1051;1064;0,003759398;0,009398496;0,013157895;0;0,002819549;0,001879699;0,008458647;0,001879699;0,008458647;0,012218045;0,006203008;0,471428599;0;0;0;1;0;0;0;0;0;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\217vm1084_v2_p2.msop;53854;53592;53471;53921;53702;54009;53924;53720;53526;53817;54009;0,002869892;0,007720935;0,009961303;0,001629358;0,005684238;0;0,001573812;0,00535096;0,008942954;0,003554963;0,004728841;0,474721128;0;0;0;0;0;1;0;0;0;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\21eil101_v2_p1.msop;91;91;91;93;93;91;91;91;91;91;93;0,021505376;0,021505376;0,021505376;0;0;0,021505376;0,021505376;0,021505376;0,021505376;0,021505376;0,017204301;0,800000009;0;0;0;1;1;0;0;0;0;0;2
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\21eil101_v2_p2.msop;4714;4682;4714;4714;4665;4682;4680;4680;4714;4680;4714;0;0,00678829;0;0;0,010394569;0,00678829;0,007212558;0,007212558;0;0,007212558;0,004560882;0,43877548;1;0;1;1;0;0;0;0;1;0;4
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\21lin105_v2_p1.msop;73;71;73;71;71;73;73;71;73;71;73;0;0,02739726;0;0,02739726;0,02739726;0;0;0,02739726;0;0,02739726;0,01369863;0,5;1;0;1;0;0;1;1;0;1;0;5
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\21lin105_v2_p2.msop;3704;3704;3704;3704;3704;3704;3633;3704;3704;3704;3704;0;0;0;0;0;0;0,019168467;0;0;0;0,001916847;0,100000016;1;1;1;1;1;1;0;1;1;1;9
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\22pr107_v2_p1.msop;53;53;53;53;53;53;53;53;53;53;53;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\22pr107_v2_p2.msop;2697;2697;2697;2697;2697;2697;2697;2697;2697;2697;2697;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\25pr124_v2_p1.msop;97;97;97;97;97;97;97;97;97;97;97;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\25pr124_v2_p2.msop;4860;4860;4860;4860;4860;4860;4860;4860;4860;4860;4860;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\26bier127_v2_p1.msop;124;124;124;124;124;124;124;123;124;123;124;0;0;0;0;0;0;0;0,008064516;0;0,008064516;0,001612903;0,199999975;1;1;1;1;1;1;1;0;1;0;8
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\26bier127_v2_p2.msop;6228;6249;6249;6228;6249;6236;6236;6228;6228;6249;6249;0,003360538;0;0;0,003360538;0;0,002080333;0,002080333;0,003360538;0,003360538;0;0,001760282;0,52380958;0;1;1;0;1;0;0;0;0;1;4
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\26ch130_v2_p1.msop;115;115;115;117;115;116;115;115;115;115;117;0,017094017;0,017094017;0,017094017;0;0,017094017;0,008547009;0,017094017;0,017094017;0,017094017;0,017094017;0,014529915;0,850000032;0;0;0;1;0;0;0;0;0;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\26ch130_v2_p2.msop;5882;5882;5882;5934;5895;5882;5895;5882;5810;5882;5934;0,00876306;0,00876306;0,00876306;0;0,006572295;0,00876306;0,006572295;0,00876306;0,020896528;0,00876306;0,008661948;0,414516134;0;0;0;1;0;0;0;0;0;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\28pr136_v2_p1.msop;103;103;103;103;103;103;103;103;103;103;103;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\28pr136_v2_p2.msop;5260;5260;5260;5260;5260;5260;5260;5260;5260;5260;5260;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\29pr144_v2_p1.msop;112;112;112;112;111;112;112;112;112;112;112;0;0;0;0;0,008928571;0;0;0;0;0;0,000892857;0,099999989;1;1;1;1;0;1;1;1;1;1;9
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\29pr144_v2_p2.msop;5662;5662;5604;5662;5662;5662;5662;5662;5662;5662;5662;0;0;0,01024373;0;0;0;0;0;0;0;0,001024373;0,1;1;1;0;1;1;1;1;1;1;1;9
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\30ch150_v2_p1.msop;123;122;123;122;123;123;122;122;122;122;123;0;0,008130081;0;0,008130081;0;0;0,008130081;0,008130081;0,008130081;0,008130081;0,004878049;0,600000049;1;0;1;0;1;1;0;0;0;0;4
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\30ch150_v2_p2.msop;6024;6024;6024;6024;6024;6024;6024;6024;6024;6024;6024;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\30kroA150_v2_p1.msop;128;128;128;128;128;128;128;128;128;128;128;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\30kroA150_v2_p2.msop;6564;6531;6564;6564;6564;6564;6497;6564;6564;6564;6564;0;0,005027422;0;0;0;0;0,010207191;0;0;0;0,001523461;0,149253698;1;0;1;1;1;1;0;1;1;1;8
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\30kroB150_v2_p1.msop;136;136;136;136;136;136;136;136;136;136;136;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\30kroB150_v2_p2.msop;6760;6760;6760;6760;6760;6760;6760;6760;6760;6760;6760;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\31pr152_v2_p1.msop;109;110;110;105;110;110;106;110;110;110;110;0,009090909;0;0;0,045454545;0;0;0,036363636;0;0;0;0,009090909;0,2;0;1;1;0;1;1;0;1;1;1;7
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\31pr152_v2_p2.msop;5387;5559;5401;5553;5506;5506;5387;5506;5387;5496;5559;0,030940817;0;0,028422378;0,001079331;0,009534089;0,009534089;0,030940817;0,009534089;0,030940817;0,011332974;0,01622594;0,524418602;0;1;0;0;0;0;0;0;0;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\32u159_v2_p1.msop;127;127;124;127;124;127;127;127;127;127;127;0;0;0,023622047;0;0,023622047;0;0;0;0;0;0,004724409;0,199999983;1;1;0;1;0;1;1;1;1;1;8
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\32u159_v2_p2.msop;6529;6529;6529;6529;6529;6529;6529;6537;6529;6419;6537;0,001223803;0,001223803;0,001223803;0,001223803;0,001223803;0,001223803;0,001223803;0;0,001223803;0,018051094;0,002784152;0,1542373;0;0;0;0;0;0;0;1;0;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\39rat195_v2_p1.msop;130;129;130;133;130;133;130;133;130;133;133;0,022556391;0,030075188;0,022556391;0;0,022556391;0;0,022556391;0;0,022556391;0;0,014285714;0,47499999;0;0;0;1;0;1;0;1;0;1;4
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\39rat195_v2_p2.msop;6644;6478;6361;6368;6644;6644;6534;6644;6534;6534;6644;0;0,024984949;0,042594822;0,04154124;0;0;0,016556291;0;0,016556291;0,016556291;0,015878989;0,372791533;1;0;0;0;1;1;0;1;0;0;4
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\40d198_v2_p1.msop;125;125;125;125;125;124;125;125;125;125;125;0;0;0;0;0;0,008;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;1;9
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\40d198_v2_p2.msop;6280;6280;6280;6280;6280;6369;6280;6280;6280;6280;6369;0,013973936;0,013973936;0,013973936;0,013973936;0,013973936;0;0,013973936;0,013973936;0,013973936;0,013973936;0;0;0;0;0;0;0;1;0;0;0;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\40kroa200_v2_p1.msop;185;185;185;183;183;184;185;186;183;184;186;0,005376344;0,005376344;0,005376344;0,016129032;0,016129032;0,010752688;0,005376344;0;0,016129032;0,010752688;0,009139785;0,566666679;0;0;0;0;0;0;0;1;0;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\40kroa200_v2_p2.msop;9463;9370;9463;9370;9370;9370;9415;9370;9322;9415;9463;0;0,00982775;0;0,00982775;0,00982775;0,00982775;0,005072387;0,00982775;0,014900137;0,005072387;0,007418366;0,497872335;1;0;1;0;0;0;0;0;0;0;2
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\40krob200_v2_p1.msop;175;175;175;175;176;175;177;175;177;173;177;0,011299435;0,011299435;0,011299435;0,011299435;0,005649718;0,011299435;0;0,011299435;0;0,02259887;0,00960452;0,425000011;0;0;0;0;0;0;1;0;1;0;2
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\40krob200_v2_p2.msop;8776;8776;8776;8776;8776;8776;8776;8776;8650;8854;8854;0,008809578;0,008809578;0,008809578;0,008809578;0,008809578;0,008809578;0,008809578;0,008809578;0,023040434;0;0,009351705;0,405882328;0;0;0;0;0;0;0;0;0;1;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\45ts225_v2_p1.msop;194;191;191;194;194;188;191;193;193;191;194;0;0,015463918;0,015463918;0;0;0,030927835;0,015463918;0,005154639;0,005154639;0,015463918;0,010309278;0,333333323;1;0;0;1;1;0;0;0;0;0;3
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\45ts225_v2_p2.msop;9996;9993;9850;9993;9996;9862;9945;10054;9945;10139;10139;0,014103955;0,014399842;0,028503797;0,014399842;0,014103955;0,027320249;0,019134037;0,00838347;0,019134037;0;0,015948318;0,559515562;0;0;0;0;0;0;0;0;0;1;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\45tsp225_v2_p1.msop;166;164;166;168;162;167;165;165;166;166;168;0,011904762;0,023809524;0,011904762;0;0,035714286;0,005952381;0,017857143;0,017857143;0,011904762;0,011904762;0,014880952;0,416666653;0;0;0;1;0;0;0;0;0;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\45tsp225_v2_p2.msop;8459;8588;8600;8517;8618;8415;8517;8618;8415;8588;8618;0,018449756;0,003481086;0,002088652;0,011719657;0;0,023555349;0,011719657;0;0,023555349;0,003481086;0,009805059;0,416256155;0;0;0;0;1;0;0;1;0;0;2
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\46pr226_v2_p1.msop;178;179;179;179;178;179;178;179;179;179;179;0,005586592;0;0;0;0,005586592;0;0,005586592;0;0;0;0,001675978;0,300000072;0;1;1;1;0;1;0;1;1;1;7
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\46pr226_v2_p2.msop;8959;8925;8949;8934;8949;8787;8959;8949;8959;8959;8959;0;0,003795066;0,001116196;0,00279049;0,001116196;0,019198571;0;0,001116196;0;0;0,002913272;0,151744211;1;0;0;0;0;0;1;0;1;1;4
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\53gil262_v2_p1.msop;214;214;216;216;216;219;218;217;216;217;219;0,02283105;0,02283105;0,01369863;0,01369863;0,01369863;0;0,00456621;0,00913242;0,01369863;0,00913242;0,012328767;0,54;0;0;0;0;0;1;0;0;0;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\53gil262_v2_p2.msop;10962;11047;11197;10787;10732;10926;11022;11153;10882;10787;11197;0,020987765;0,013396445;0;0,036616951;0,041528981;0,024202911;0,015629186;0,003929624;0,028132536;0,036616951;0,022104135;0,532258063;0;0;1;0;0;0;0;0;0;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\53pr264_v2_p1.msop;189;189;189;189;189;189;187;189;189;189;189;0;0;0;0;0;0;0,010582011;0;0;0;0,001058201;0,099999991;1;1;1;1;1;1;0;1;1;1;9
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\53pr264_v2_p2.msop;9528;9528;9528;9528;9528;9528;9528;9528;9528;9528;9528;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets\t_100_v_2\56a280_v2_p1.msop;200;196;198;192;194;197;194;197;199;199;200;0;0,02;0,01;0,04;0,03;0,015;0,03;0,015;0,005;0,005;0,017;0,425;1;0;0;0;0;0;0;0;0;0;1
