dataset_name;solution_1;solution_2;solution_3;solution_4;solution_5;solution_6;solution_7;solution_8;solution_9;solution_10;max;gap_1;gap_2;gap_3;gap_4;gap_5;gap_6;gap_7;gap_8;gap_9;gap_10;avg_gap;norm_avg_gap;is_best_1;is_best_2;is_best_3;is_best_4;is_best_5;is_best_6;is_best_7;is_best_8;is_best_9;is_best_10;sum_is_best
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_4\115rat575_v4_p1.msop;530;530;528;528;530;532;528;528;532;529;532;0,003759398;0,003759398;0,007518797;0,007518797;0,003759398;0;0,007518797;0,007518797;0;0,005639098;0,004699248;0,624999983;0;0;0;0;0;1;0;0;1;0;2
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_4\115rat575_v4_p2.msop;26635;26656;26739;26609;26458;26606;26786;26713;26659;26748;26786;0,005637273;0,004853282;0,001754648;0,00660793;0,012245203;0,006719928;0;0,002725304;0,004741283;0,001418652;0,00467035;0,381402415;0;0;0;0;0;0;1;0;0;0;1
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_4\115u574_v4_p1.msop;571;571;571;571;571;571;571;571;571;571;571;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_4\115u574_v4_p2.msop;28888;28888;28888;28888;28888;28888;28888;28888;28888;28888;28888;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_4\11berlin52_v4_p1.msop;46;46;46;46;46;46;46;46;46;46;46;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_4\11berlin52_v4_p2.msop;2384;2384;2384;2384;2384;2384;2384;2384;2384;2384;2384;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_4\11eil51_v4_p1.msop;45;45;45;45;45;45;45;45;45;45;45;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_4\11eil51_v4_p2.msop;2218;2218;2218;2218;2218;2218;2218;2218;2218;2218;2218;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_4\131p654_v4_p1.msop;516;516;515;516;515;516;515;515;516;516;516;0;0;0,001937984;0;0,001937984;0;0,001937984;0,001937984;0;0;0,000775194;0,400000206;1;1;0;1;0;1;0;0;1;1;6
C:/Users/georg/Desktop/thesis/MSOP/MSOP/MSOP_datasets/over_100\t_160_v_4\131p654_v4_p2.msop;26072;26072;26072;26072;26072;26042;26072;26072;26072;26042;26072;0;0;0;0;0;0,00115066;0;0;0;0,00115066;0,000230132;0,2;1;1;1;1;1;0;1;1;1;0;8
